customer_id;gate;over_credit_greatest;over_credit_ledger;paid_amount;receipts_after;receipts_live;sale_number;section;sibling_snap_bills;sibling_snap_drop;snap_drop_self;tender
5d17dd09-5cde-4876-87c6-dc8e47f15b23;NEEDS_BUCKET_G;0;7000;7000;0;7000;POS/26-27/849;bill;1;200;0;7000
3ba2dcc5-84b4-4b37-89f7-933a396ef7a6;NEEDS_BUCKET_G;0.00215;4000.00215;20899.99785;16899.99785;20900;POS/26-27/93;bill;0;0;4000;4000
214db117-3616-4508-ac9f-3fcbb05903e1;REPAIR_SUFFICIENT_SNAP;50;50;3100;3050;3100;INV/25-26/1229;bill;0;0;0;0
83937541-7e14-4dbc-8d79-0a4dff814e4d;REPAIR_SUFFICIENT_SNAP;550;550;4500;3950;4500;INV/25-26/1413;bill;0;0;0;0
5b80d18e-07f5-4833-8032-136a120eb433;REPAIR_SUFFICIENT_SNAP;639;639;15563;15563;16202;INV/25-26/255;bill;0;0;0;0
3442fa9c-0d6b-47f5-b631-4c30dc3faf46;REPAIR_SUFFICIENT_SNAP;1300;1300;4500;3200;4500;INV/25-26/443;bill;0;0;0;0
7383a57f-3e10-4fca-b67c-14b2fb151ec8;REPAIR_SUFFICIENT_SNAP;3200;3200;12400;9200;12400;INV/25-26/733;bill;0;0;0;0
daf3a60f-ef50-4d9a-822a-621d613a99a9;REPAIR_SUFFICIENT_SNAP;3000;3000;12252;12252;15252;INV/25-26/779;bill;0;0;0;0
3063c897-8909-40c9-808c-cdbb94344f40;REPAIR_SUFFICIENT_SNAP;10000;10000;20000;20000;30000;INV/25-26/799;bill;0;0;0;0
fd857b39-a7bd-4bef-9639-a5524c7d4cbf;REPAIR_SUFFICIENT_SNAP;24850;24850;24850.00;24850;49700;INV/25-26/821;bill;0;0;0;0
2fcbb26b-e1d5-40aa-a528-a6374cabeb43;REPAIR_SUFFICIENT_SNAP;5250;5250;5250;5250;10500;INV/26-27/1089;bill;0;0;0;0
933ba20a-da65-4216-93fe-df46fbd24d06;REPAIR_SUFFICIENT_SNAP;3150;3150;3150;3150;6300;INV/26-27/1117;bill;0;0;0;0
1ce7dbea-7da0-4c3b-b805-be5d39cb4779;REPAIR_SUFFICIENT_SNAP;3841.713000000001;3841.713000000001;7972;7972.286999999999;11814;INV/26-27/157;bill;0;0;0;0
526460c5-f9ef-4bb7-82f5-5ca90461aeb1;REPAIR_SUFFICIENT_SNAP;250;250;250;250;500;INV/26-27/1621;bill;0;0;0;0
fc05b0af-62b9-4519-b8c0-d90ff74d2307;REPAIR_SUFFICIENT_SNAP;363.3;363.3;5657;5656.7;6020;INV/26-27/187;bill;0;0;0;0
1f98d2c7-28c2-417a-bdcc-0d41eccb467e;REPAIR_SUFFICIENT_SNAP;1000;1000;11500;10500;11500;INV/26-27/262;bill;0;0;0;0
9917dc4d-7257-43bf-abf5-7492bc79b29b;REPAIR_SUFFICIENT_SNAP;4200;4200;12800;8600;12800;INV/26-27/341;bill;0;0;0;0
93b947b9-fb2f-435d-bc14-d11ba93895a4;REPAIR_SUFFICIENT_SNAP;1800;1800;6300;4500;6300;INV/26-27/469;bill;0;0;0;0
32d34671-e02d-438e-8b21-dac59eca0822;REPAIR_SUFFICIENT_SNAP;0;250;9850;3750;4000;POS/25-26/1214;bill;0;0;0;6100
87534d47-323f-4057-ae72-6ad52095b68b;REPAIR_SUFFICIENT_SNAP;1400;1400;8600;7200;8600;POS/25-26/405;bill;0;0;0;0
d8dc4af0-c2a9-40ea-bad9-8803ec448857;REPAIR_SUFFICIENT_SNAP;0;700;900;0;700;POS/25-26/430;bill;0;0;0;900
db48785d-9dc8-490d-b75b-66ec66185f91;REPAIR_SUFFICIENT_SNAP;0;400;500;0;400;POS/25-26/542;bill;0;0;0;500
75d1295d-eaf0-4dd4-b884-f62c94e1ad18;REPAIR_SUFFICIENT_SNAP;0;4200;8200;0;4200;POS/25-26/678;bill;0;0;0;8200
32d34671-e02d-438e-8b21-dac59eca0822;REPAIR_SUFFICIENT_SNAP;600;600;900;300;900;POS/25-26/739;bill;0;0;0;0
4046e7f4-ad50-43f8-9199-603520253a00;REPAIR_SUFFICIENT_SNAP;800;2300;1500;0;2000;POS/25-26/818;bill;0;0;0;1500
02d461c8-bcf3-4303-8534-158f409eff3f;REPAIR_SUFFICIENT_SNAP;300;4300;4000;0;4300;POS/25-26/820;bill;0;0;0;4000
7f1ca914-dd1f-4c93-8902-934513b0c1cf;REPAIR_SUFFICIENT_SNAP;0;1278;1775;0;1278;POS/25-26/953;bill;0;0;0;1775
30d72f5a-27b0-43e5-a651-e7b8b8d913f1;REPAIR_SUFFICIENT_SNAP;200;200;200;0;200;POS/26-27/1002;bill;0;0;0;0
54572eba-f362-4bf4-8bff-f51b4dfdd9e2;REPAIR_SUFFICIENT_SNAP;200;200;200;0;0;POS/26-27/1023;bill;0;0;0;200
7fb7d5d7-755b-410b-9158-444ab8f69de6;REPAIR_SUFFICIENT_SNAP;0;1205;1205;0;1205;POS/26-27/1047;bill;0;0;0;1205
52295574-5fc4-4f03-93a7-f9dd9b3932b8;REPAIR_SUFFICIENT_SNAP;0.4;5310.4;10310;0;5310;POS/26-27/1050;bill;0;0;0;10310
2bc8adb1-9f63-464d-9b63-e9184b9427aa;REPAIR_SUFFICIENT_SNAP;300;300;300;0;0;POS/26-27/1076;bill;0;0;0;300
c2c3d54b-18cc-40fb-9363-73425b65fd97;REPAIR_SUFFICIENT_SNAP;3290;3290;3900;0;0;POS/26-27/1081;bill;0;0;0;3900
71b043b8-957c-472d-98ce-203fc4e35877;REPAIR_SUFFICIENT_SNAP;5570;5570;5570.00;5570;11140;POS/26-27/1116;bill;0;0;0;0
f78ef061-4c47-4d2a-90c1-f993a50af51a;REPAIR_SUFFICIENT_SNAP;90;90;90;0;0;POS/26-27/1132;bill;0;0;0;90
ea1e8d2d-8bb5-42e3-8c86-b5e5283d9d4d;REPAIR_SUFFICIENT_SNAP;1550;1550;4370;0;0;POS/26-27/1286;bill;0;0;0;4370
70a1d1cc-b534-49e2-8461-989b26fe1935;REPAIR_SUFFICIENT_SNAP;0;149.9995000000001;1150;0.0004999999999;150;POS/26-27/1312;bill;0;0;0;1150
9004106f-be58-4a3a-8df2-01f08ea8c569;REPAIR_SUFFICIENT_SNAP;245.5;2495.0;2249.5;0;2495;POS/26-27/1322;bill;0;0;0;2249.5
70a1d1cc-b534-49e2-8461-989b26fe1935;REPAIR_SUFFICIENT_SNAP;0;1200;1700;0;1200;POS/26-27/1353;bill;0;0;0;1700
ffe63ae6-51bf-43bf-8bd5-7a17c7f7075c;REPAIR_SUFFICIENT_SNAP;0.00009999;2800.00009999;3300;0;2800;POS/26-27/1411;bill;0;0;0;3300
cbf33d65-e373-4be0-9f96-c3160f01a0f5;REPAIR_SUFFICIENT_SNAP;0;250;2250;0;250;POS/26-27/1445;bill;0;0;0;2250
dde74df8-fe5d-48c8-a010-d33f290b98bc;REPAIR_SUFFICIENT_SNAP;0;6290;6290;0;6290;POS/26-27/1488;bill;0;0;0;6290
dde74df8-fe5d-48c8-a010-d33f290b98bc;REPAIR_SUFFICIENT_SNAP;0;2547;2547;0;2547;POS/26-27/1594;bill;0;0;0;2547
2035a643-eaf4-4ac3-86d9-af901c69e968;REPAIR_SUFFICIENT_SNAP;1349.9981000000007;1349.9981000000007;3650;0;0;POS/26-27/1601;bill;0;0;0;3650
dde74df8-fe5d-48c8-a010-d33f290b98bc;REPAIR_SUFFICIENT_SNAP;0;849;849;0;849;POS/26-27/1714;bill;0;0;0;849
20579620-75f2-4c1c-8798-90dfc162ce0f;REPAIR_SUFFICIENT_SNAP;2390;2390;4475;0;0;POS/26-27/1729;bill;0;0;0;4475
22e086fa-29f8-48a6-a66c-b7f5d3ad370f;REPAIR_SUFFICIENT_SNAP;600;2300;1700;0;2300;POS/26-27/1752;bill;0;0;0;1700
22e086fa-29f8-48a6-a66c-b7f5d3ad370f;REPAIR_SUFFICIENT_SNAP;0;499.9998;1200;700.0002;1200;POS/26-27/1753;bill;0;0;0;1200
9c324a1a-6a06-41e4-b51a-9b3e1f6219fc;REPAIR_SUFFICIENT_SNAP;0.0007;1000.0007;1399.9993;399.9993;1400;POS/26-27/1768;bill;0;0;0;1000
4046e7f4-ad50-43f8-9199-603520253a00;REPAIR_SUFFICIENT_SNAP;600;600;600;0;0;POS/26-27/1773;bill;0;0;0;600
4ae59409-3fc8-413b-b0e4-2e3664641653;REPAIR_SUFFICIENT_SNAP;349;349;349;0;0;POS/26-27/1781;bill;0;0;0;349
99d72bad-ecd3-4d29-a6e3-d9adea52faa4;REPAIR_SUFFICIENT_SNAP;899;899;899;0;0;POS/26-27/1839;bill;0;0;0;899
b7421872-14e6-493a-a01d-f65e8090a1f6;REPAIR_SUFFICIENT_SNAP;600;800;200;0;200;POS/26-27/1851;bill;0;0;0;1000
9cacb0b3-1d66-47ed-a57d-79b00f24a614;REPAIR_SUFFICIENT_SNAP;2385;2385;5260;0;0;POS/26-27/1878;bill;0;0;0;5260
95215fda-9b99-41a1-a474-c3366f5f1377;REPAIR_SUFFICIENT_SNAP;3180;3180;7000;0;0;POS/26-27/1879;bill;0;0;0;7000
1b55c8fa-22cc-4b37-8e11-c6755a8dd1fa;REPAIR_SUFFICIENT_SNAP;0;441.995;442;0.005;442;POS/26-27/1919;bill;0;0;0;442
eed049ad-25b0-4380-92d4-316219cd8282;REPAIR_SUFFICIENT_SNAP;0;8400;10400;0;8400;POS/26-27/1947;bill;0;0;0;10400
e698842e-8bb1-40bf-ac05-e85ad5840760;REPAIR_SUFFICIENT_SNAP;1450;1450;1450;0;0;POS/26-27/1960;bill;0;0;0;1450
c149678e-d25a-4580-b4b4-376715e3b357;REPAIR_SUFFICIENT_SNAP;3100;3100;11000;0;0;POS/26-27/1966;bill;0;0;0;11000
6cb1c580-35fa-4d50-b592-025f36ab12b6;REPAIR_SUFFICIENT_SNAP;3999;3999;6300;0;0;POS/26-27/1970;bill;0;0;0;6300
1b55c8fa-22cc-4b37-8e11-c6755a8dd1fa;REPAIR_SUFFICIENT_SNAP;0;1203;1203;0;1203;POS/26-27/1971;bill;0;0;0;1203
fc3852e2-e028-4af0-9395-09f281308aa1;REPAIR_SUFFICIENT_SNAP;0;3690;3690;0;3690;POS/26-27/1989;bill;0;0;0;3690
ba0a0943-aa92-4175-930d-5cd0860c42f7;REPAIR_SUFFICIENT_SNAP;1395;1395;3024;0;0;POS/26-27/2066;bill;0;0;0;3024
a52e9c66-0f1c-4aa2-b0d8-7d84c0987831;REPAIR_SUFFICIENT_SNAP;0;763;763;0;763;POS/26-27/2250;bill;0;0;0;763
21103e57-b6bc-46b1-a9fe-6fc5d8731207;REPAIR_SUFFICIENT_SNAP;415;415;1565;0;0;POS/26-27/2261;bill;0;0;0;415
f78ef061-4c47-4d2a-90c1-f993a50af51a;REPAIR_SUFFICIENT_SNAP;695;695;1603;0;0;POS/26-27/2264;bill;0;0;0;1603
beb3997f-089a-475b-844c-db90e8a805d9;REPAIR_SUFFICIENT_SNAP;849;849;849;0;0;POS/26-27/2283;bill;0;0;0;849
fb724908-5fe3-431e-bfb6-83f33f07a82a;REPAIR_SUFFICIENT_SNAP;575;575;575;0;0;POS/26-27/2323;bill;0;0;0;575
98529989-4d61-4fd6-b685-4832fd2583ca;REPAIR_SUFFICIENT_SNAP;1584;4289;2705;0;4289;POS/26-27/2358;bill;0;0;0;2705
073e0fa7-00e5-4006-9ec3-12ae15205668;REPAIR_SUFFICIENT_SNAP;0;7000;12000;5000;12000;POS/26-27/2442;bill;0;0;0;7000
673053a2-daed-42fb-a4ae-e07cfddb7926;REPAIR_SUFFICIENT_SNAP;311;311;311;0;0;POS/26-27/2512;bill;0;0;0;311
672235d8-8aa6-43e4-8678-f15cc87748f5;REPAIR_SUFFICIENT_SNAP;3749;3749;14000;0;0;POS/26-27/2568;bill;0;0;0;14000
f759ceed-2d4d-4074-ba43-11e111110761;REPAIR_SUFFICIENT_SNAP;1000;1000;2000;0;0;POS/26-27/2668;bill;0;0;0;2000
e90adfd4-0958-420f-b877-0aea636a7d4f;REPAIR_SUFFICIENT_SNAP;0;5000;5000;0;5000;POS/26-27/270;bill;0;0;0;5000
71b043b8-957c-472d-98ce-203fc4e35877;REPAIR_SUFFICIENT_SNAP;570;570;570.00;570;1140;POS/26-27/292;bill;0;0;0;0
1c0febc4-3205-4c24-90a2-e17fae6f8aec;REPAIR_SUFFICIENT_SNAP;1005;1005;1005;0;0;POS/26-27/308;bill;0;0;0;1005
e3ebf0ab-d3c4-4249-bd48-118eb053c7b8;REPAIR_SUFFICIENT_SNAP;2095;2095;2445;0;0;POS/26-27/336;bill;0;0;0;2445
c25acad2-2253-4cd0-98d4-dd2728d4d3b5;REPAIR_SUFFICIENT_SNAP;1977.00;1977.00;1977.00;1977.00;3954.00;POS/26-27/378;bill;0;0;0;0
51aa2720-b144-466d-a233-ff0340dd7de8;REPAIR_SUFFICIENT_SNAP;455;455;455;0;0;POS/26-27/400;bill;0;0;0;455
1ad6cd52-ce9c-48fd-85e0-12300ddd2a70;REPAIR_SUFFICIENT_SNAP;2000;2000;2000.00;2000;4000;POS/26-27/416;bill;0;0;0;0
bc266355-68d6-424b-b71c-855aad2395c4;REPAIR_SUFFICIENT_SNAP;0;1500;3000;1500;3000;POS/26-27/454;bill;0;0;0;3000
bc266355-68d6-424b-b71c-855aad2395c4;REPAIR_SUFFICIENT_SNAP;1599.00;1599.00;0;0;1599.00;POS/26-27/459;bill;0;0;0;0
bc266355-68d6-424b-b71c-855aad2395c4;REPAIR_SUFFICIENT_SNAP;1599.00;1599.00;0;0;1599.00;POS/26-27/478;bill;0;0;0;0
1934e513-a1cf-4f56-9032-8cdff11eacda;REPAIR_SUFFICIENT_SNAP;1550;1550;4800;0;0;POS/26-27/483;bill;0;0;0;4800
3c2e5760-cc73-4b81-87f8-567fcd178448;REPAIR_SUFFICIENT_SNAP;0;4500;4500;0;4500;POS/26-27/513;bill;0;0;0;4500
e3ebf0ab-d3c4-4249-bd48-118eb053c7b8;REPAIR_SUFFICIENT_SNAP;2790;2790;5000;0;0;POS/26-27/521;bill;0;0;0;5000
721fd1c2-29dc-486f-b543-68bfb4870ec2;REPAIR_SUFFICIENT_SNAP;3300;3300;3300.00;3300;6600;POS/26-27/558;bill;0;0;0;0
f85eefb3-c3b2-4a94-9b2b-53f45f987a23;REPAIR_SUFFICIENT_SNAP;1470;1470;5500;0;0;POS/26-27/567;bill;0;0;0;5500
6cb1c580-35fa-4d50-b592-025f36ab12b6;REPAIR_SUFFICIENT_SNAP;4200;4200;4200;0;0;POS/26-27/569;bill;0;0;0;4200
ea1e8d2d-8bb5-42e3-8c86-b5e5283d9d4d;REPAIR_SUFFICIENT_SNAP;2445;2445;19000;0;0;POS/26-27/592;bill;0;0;0;19000
ae7d0c17-8d95-459e-8bc1-62135c39a0ae;REPAIR_SUFFICIENT_SNAP;2299;2299;2299.00;2299;4598;POS/26-27/610;bill;0;0;0;0
3453e4b4-8ef0-4501-8add-4dd1a35def5b;REPAIR_SUFFICIENT_SNAP;800;800;800;0;0;POS/26-27/627;bill;0;0;0;800
cf08f992-b07a-4177-8efd-d2b9e5214138;REPAIR_SUFFICIENT_SNAP;100;100;100;0;0;POS/26-27/631;bill;0;0;0;100
ddbcf6c5-9709-4998-89f3-46e6a8fb574d;REPAIR_SUFFICIENT_SNAP;1000;1000;1000;0;0;POS/26-27/64;bill;0;0;0;1000
74144686-b986-45c9-8377-194bfacf6269;REPAIR_SUFFICIENT_SNAP;1299;1299;3891;0;0;POS/26-27/672;bill;0;0;0;3891
30615061-3f6f-4433-99f6-cd8a93d8276f;REPAIR_SUFFICIENT_SNAP;1500;1600;1600;0;100;POS/26-27/686;bill;0;0;0;1500
c4fb0775-5389-4ff7-9f4d-f66637a19e44;REPAIR_SUFFICIENT_SNAP;300;300;300;0;0;POS/26-27/696;bill;0;0;0;300
cf08f992-b07a-4177-8efd-d2b9e5214138;REPAIR_SUFFICIENT_SNAP;805;805;805;0;0;POS/26-27/754;bill;0;0;0;805
ae7d0c17-8d95-459e-8bc1-62135c39a0ae;REPAIR_SUFFICIENT_SNAP;1795;1795;3298;0;0;POS/26-27/774;bill;0;0;0;3298
8538501f-2f0b-4f69-8974-d96aaf06b682;REPAIR_SUFFICIENT_SNAP;13700.1;13700.1;13699.90;13699.9;27400;POS/26-27/808;bill;0;0;0;0
a3815bf9-b431-4d95-934a-9857c6be4fe5;REPAIR_SUFFICIENT_SNAP;0;1595;1595;0;1595;POS/26-27/851;bill;0;0;0;1595
dde74df8-fe5d-48c8-a010-d33f290b98bc;REPAIR_SUFFICIENT_SNAP;2770;2770;2770.00;2770;5540;POS/26-27/853;bill;0;0;0;0
1167547a-2ef1-4931-8993-2cb21ebcb619;SANTOSH_SEPARATE;5500;5500;5800.00;5800;11300;POS/25-26/1130;bill;0;0;0;0
1167547a-2ef1-4931-8993-2cb21ebcb619;SANTOSH_SEPARATE;0;6000;81200;6000;12000;POS/25-26/717;bill;0;0;0;75200
;WALK_IN_NO_CUSTOMER;200;200;1200;0;0;POS/25-26/100;bill;0;0;0;1200
;WALK_IN_NO_CUSTOMER;200;200;200;0;0;POS/25-26/1008;bill;0;0;0;200
;WALK_IN_NO_CUSTOMER;100;100;100;0;0;POS/25-26/1017;bill;0;0;0;100
;WALK_IN_NO_CUSTOMER;30;30;300;0;0;POS/25-26/102;bill;0;0;0;300
;WALK_IN_NO_CUSTOMER;300;300;300;0;0;POS/25-26/1029;bill;0;0;0;300
;WALK_IN_NO_CUSTOMER;20;20;260;0;0;POS/25-26/103;bill;0;0;0;260
;WALK_IN_NO_CUSTOMER;60;60;200;0;0;POS/25-26/105;bill;0;0;0;200
;WALK_IN_NO_CUSTOMER;700;700;1400;0;0;POS/25-26/1074;bill;0;0;0;1400
;WALK_IN_NO_CUSTOMER;1300;1300;3100;0;0;POS/25-26/1077;bill;0;0;0;3100
;WALK_IN_NO_CUSTOMER;50;50;699;0;0;POS/25-26/108;bill;0;0;0;699
;WALK_IN_NO_CUSTOMER;50;50;500;0;0;POS/25-26/109;bill;0;0;0;500
;WALK_IN_NO_CUSTOMER;40;40;459;0;0;POS/25-26/110;bill;0;0;0;459
;WALK_IN_NO_CUSTOMER;1000;1000;1000;0;0;POS/25-26/1128;bill;0;0;0;1000
;WALK_IN_NO_CUSTOMER;550;550;550;0;0;POS/25-26/1135;bill;0;0;0;550
;WALK_IN_NO_CUSTOMER;15;15;200;0;0;POS/25-26/114;bill;0;0;0;200
;WALK_IN_NO_CUSTOMER;40;40;519;0;0;POS/25-26/116;bill;0;0;0;519
;WALK_IN_NO_CUSTOMER;937;1874;937;0;937;POS/25-26/118;bill;0;0;0;937
;WALK_IN_NO_CUSTOMER;20;20;260;0;0;POS/25-26/118;bill;0;0;0;260
;WALK_IN_NO_CUSTOMER;1000;1000;2000;0;0;POS/25-26/1203;bill;0;0;0;2000
;WALK_IN_NO_CUSTOMER;20;20;260;0;0;POS/25-26/123;bill;0;0;0;260
;WALK_IN_NO_CUSTOMER;20;20;260;0;0;POS/25-26/124;bill;0;0;0;260
;WALK_IN_NO_CUSTOMER;50;50;529;0;0;POS/25-26/125;bill;0;0;0;529
;WALK_IN_NO_CUSTOMER;20;20;240;0;0;POS/25-26/126;bill;0;0;0;240
;WALK_IN_NO_CUSTOMER;15;15;150;0;0;POS/25-26/130;bill;0;0;0;150
;WALK_IN_NO_CUSTOMER;20;20;199;0;0;POS/25-26/132;bill;0;0;0;199
;WALK_IN_NO_CUSTOMER;15;15;200;0;0;POS/25-26/134;bill;0;0;0;200
;WALK_IN_NO_CUSTOMER;20;20;160;0;0;POS/25-26/135;bill;0;0;0;160
;WALK_IN_NO_CUSTOMER;20;20;210;0;0;POS/25-26/138;bill;0;0;0;210
;WALK_IN_NO_CUSTOMER;650;650;650;0;0;POS/25-26/140;bill;0;0;0;650
;WALK_IN_NO_CUSTOMER;15;15;150;0;0;POS/25-26/146;bill;0;0;0;150
;WALK_IN_NO_CUSTOMER;20;20;260;0;0;POS/25-26/147;bill;0;0;0;260
;WALK_IN_NO_CUSTOMER;500;500;700;0;0;POS/25-26/185;bill;0;0;0;700
;WALK_IN_NO_CUSTOMER;400;400;400;0;0;POS/25-26/186;bill;0;0;0;400
;WALK_IN_NO_CUSTOMER;25;25;350;0;0;POS/25-26/190;bill;0;0;0;350
;WALK_IN_NO_CUSTOMER;15;15;500;0;0;POS/25-26/193;bill;0;0;0;500
;WALK_IN_NO_CUSTOMER;40;40;300;0;0;POS/25-26/23;bill;0;0;0;300
;WALK_IN_NO_CUSTOMER;400;400;400;0;0;POS/25-26/238;bill;0;0;0;400
;WALK_IN_NO_CUSTOMER;200;200;200;0;0;POS/25-26/244;bill;0;0;0;200
;WALK_IN_NO_CUSTOMER;50;50;50;0;0;POS/25-26/260;bill;0;0;0;50
;WALK_IN_NO_CUSTOMER;30;30;150;0;0;POS/25-26/29;bill;0;0;0;150
;WALK_IN_NO_CUSTOMER;1400;1400;1700;0;0;POS/25-26/297;bill;0;0;0;1700
;WALK_IN_NO_CUSTOMER;30;30;240;0;0;POS/25-26/30;bill;0;0;0;240
;WALK_IN_NO_CUSTOMER;50;50;750;0;0;POS/25-26/306;bill;0;0;0;750
;WALK_IN_NO_CUSTOMER;99;99;1400;0;0;POS/25-26/308;bill;0;0;0;1400
;WALK_IN_NO_CUSTOMER;500;500;500;0;0;POS/25-26/313;bill;0;0;0;500
;WALK_IN_NO_CUSTOMER;20;20;229;0;0;POS/25-26/316;bill;0;0;0;229
;WALK_IN_NO_CUSTOMER;25;25;300;0;0;POS/25-26/32;bill;0;0;0;300
;WALK_IN_NO_CUSTOMER;700;700;1000;0;0;POS/25-26/320;bill;0;0;0;1000
;WALK_IN_NO_CUSTOMER;400;400;400;0;0;POS/25-26/321;bill;0;0;0;400
;WALK_IN_NO_CUSTOMER;50;50;900;0;0;POS/25-26/33;bill;0;0;0;900
;WALK_IN_NO_CUSTOMER;200;200;200;0;0;POS/25-26/334;bill;0;0;0;200
;WALK_IN_NO_CUSTOMER;1000;1000;1000;0;0;POS/25-26/355;bill;0;0;0;1000
;WALK_IN_NO_CUSTOMER;500;500;1400;0;0;POS/25-26/357;bill;0;0;0;1400
;WALK_IN_NO_CUSTOMER;1200;1200;1800;0;0;POS/25-26/380;bill;0;0;0;1800
;WALK_IN_NO_CUSTOMER;500;500;500;0;0;POS/25-26/382;bill;0;0;0;500
;WALK_IN_NO_CUSTOMER;900;900;1200;0;0;POS/25-26/388;bill;0;0;0;1200
;WALK_IN_NO_CUSTOMER;200;200;200;0;0;POS/25-26/404;bill;0;0;0;200
;WALK_IN_NO_CUSTOMER;100;100;100;0;0;POS/25-26/414;bill;0;0;0;100
;WALK_IN_NO_CUSTOMER;95;95;1200;0;0;POS/25-26/458;bill;0;0;0;1200
;WALK_IN_NO_CUSTOMER;1200;1200;1200;0;0;POS/25-26/473;bill;0;0;0;1200
;WALK_IN_NO_CUSTOMER;15;15;500;0;0;POS/25-26/479;bill;0;0;0;500
;WALK_IN_NO_CUSTOMER;100;100;500;0;0;POS/25-26/500;bill;0;0;0;600
;WALK_IN_NO_CUSTOMER;200;200;200;0;0;POS/25-26/511;bill;0;0;0;200
;WALK_IN_NO_CUSTOMER;40;40;449;0;0;POS/25-26/56;bill;0;0;0;449
;WALK_IN_NO_CUSTOMER;220;220;220;0;0;POS/25-26/597;bill;0;0;0;220
;WALK_IN_NO_CUSTOMER;100;100;3500;0;0;POS/25-26/665;bill;0;0;0;3500
;WALK_IN_NO_CUSTOMER;800;800;800;0;0;POS/25-26/702;bill;0;0;0;800
;WALK_IN_NO_CUSTOMER;20;20;145;0;0;POS/25-26/74;bill;0;0;0;145
;WALK_IN_NO_CUSTOMER;900;900;4500;0;0;POS/25-26/76;bill;0;0;0;4500
;WALK_IN_NO_CUSTOMER;400;400;400;0;0;POS/25-26/77;bill;0;0;0;400
